year,DE,GA,NT,Average
2025,,,33.65249135150885,33.65249135150885
2030,,,29.326360479827322,29.326360479827322
2040,37.83515225004105,29.96979390875971,34.38420874821277,34.06305163567118
2050,56.735805974215054,34.28363755383735,,45.5097217640262
