year,scenario,ES1 0,PT1 0
2025,NT,33.312567196443105,33.992415506574595
2030,NT,29.030134616394722,29.62258634325992
2040,DE,37.86917480360351,37.8011296964786
2040,GA,29.667071855113743,30.272515962405674
2040,NT,34.03689665508358,34.731520841341954
2050,DE,56.23344580639255,57.23816614203757
2050,GA,33.93734132571821,34.6299337819565
