,lower_bound,upper_bound,count,percent,count_2025,count_2030,count_2040,count_2050
0,0.0,1.0,1783,37.90391156462585,262,314,791,416
1,56.0,57.0,988,21.00340136054422,128,93,444,323
2,57.0,58.0,644,13.690476190476192,100,79,260,205
3,53.0,54.0,364,7.738095238095238,59,67,145,93
4,55.0,56.0,355,7.546768707482992,28,14,189,124
5,54.0,55.0,289,6.1437074829931975,50,62,107,70
6,52.0,53.0,95,2.0195578231292517,12,5,46,32
7,61.0,62.0,25,0.5314625850340136,0,0,8,17
8,49.0,50.0,23,0.48894557823129253,0,18,5,0
9,50.0,51.0,23,0.48894557823129253,0,18,5,0
10,51.0,52.0,20,0.4251700680272109,3,0,8,9
11,70.0,inf,14,0.2976190476190476,0,0,0,14
12,60.0,61.0,13,0.2763605442176871,0,0,0,13
13,62.0,63.0,12,0.25510204081632654,0,0,8,4
14,44.0,45.0,8,0.17006802721088435,8,0,0,0
15,45.0,46.0,8,0.17006802721088435,8,0,0,0
16,41.0,42.0,7,0.1488095238095238,7,0,0,0
17,42.0,43.0,7,0.1488095238095238,7,0,0,0
18,39.0,40.0,6,0.12755102040816327,0,0,0,6
19,38.0,39.0,6,0.12755102040816327,0,0,0,6
20,48.0,49.0,6,0.12755102040816327,0,0,0,6
21,59.0,60.0,3,0.06377551020408163,0,0,0,3
22,58.0,59.0,3,0.06377551020408163,0,0,0,3
23,2.0,3.0,2,0.04251700680272109,0,2,0,0
24,65.0,66.0,0,0.0,0,0,0,0
25,9.0,10.0,0,0.0,0,0,0,0
26,69.0,70.0,0,0.0,0,0,0,0
27,68.0,69.0,0,0.0,0,0,0,0
28,46.0,47.0,0,0.0,0,0,0,0
29,47.0,48.0,0,0.0,0,0,0,0
30,11.0,12.0,0,0.0,0,0,0,0
31,10.0,11.0,0,0.0,0,0,0,0
32,7.0,8.0,0,0.0,0,0,0,0
33,8.0,9.0,0,0.0,0,0,0,0
34,64.0,65.0,0,0.0,0,0,0,0
35,6.0,7.0,0,0.0,0,0,0,0
36,5.0,6.0,0,0.0,0,0,0,0
37,43.0,44.0,0,0.0,0,0,0,0
38,3.0,4.0,0,0.0,0,0,0,0
39,67.0,68.0,0,0.0,0,0,0,0
40,66.0,67.0,0,0.0,0,0,0,0
41,63.0,64.0,0,0.0,0,0,0,0
42,4.0,5.0,0,0.0,0,0,0,0
43,12.0,13.0,0,0.0,0,0,0,0
44,13.0,14.0,0,0.0,0,0,0,0
45,25.0,26.0,0,0.0,0,0,0,0
46,14.0,15.0,0,0.0,0,0,0,0
47,15.0,16.0,0,0.0,0,0,0,0
48,16.0,17.0,0,0.0,0,0,0,0
49,17.0,18.0,0,0.0,0,0,0,0
50,18.0,19.0,0,0.0,0,0,0,0
51,19.0,20.0,0,0.0,0,0,0,0
52,20.0,21.0,0,0.0,0,0,0,0
53,21.0,22.0,0,0.0,0,0,0,0
54,22.0,23.0,0,0.0,0,0,0,0
55,23.0,24.0,0,0.0,0,0,0,0
56,24.0,25.0,0,0.0,0,0,0,0
57,26.0,27.0,0,0.0,0,0,0,0
58,40.0,41.0,0,0.0,0,0,0,0
59,27.0,28.0,0,0.0,0,0,0,0
60,28.0,29.0,0,0.0,0,0,0,0
61,29.0,30.0,0,0.0,0,0,0,0
62,30.0,31.0,0,0.0,0,0,0,0
63,31.0,32.0,0,0.0,0,0,0,0
64,32.0,33.0,0,0.0,0,0,0,0
65,33.0,34.0,0,0.0,0,0,0,0
66,34.0,35.0,0,0.0,0,0,0,0
67,1.0,2.0,0,0.0,0,0,0,0
68,36.0,37.0,0,0.0,0,0,0,0
69,37.0,38.0,0,0.0,0,0,0,0
70,35.0,36.0,0,0.0,0,0,0,0
