year,hour,35,35 new
2025,83,-5670.791846883581,0.0
2025,84,-6020.886776174546,0.0
2025,85,-6023.207260853084,0.0
2025,86,-5908.428840732006,0.0
2025,87,-5954.38238408017,0.0
2025,88,-5899.325897348616,0.0
2025,89,-5573.905688531937,0.0
2025,90,-5940.894285721087,0.0
2025,91,-6012.276503376448,0.0
2025,92,-5693.376249111057,0.0
2025,93,-6023.723180970708,0.0
2025,94,-6404.827064928033,0.0
2025,95,-6870.067420125918,0.0
2025,96,-7278.315693393095,0.0
2025,97,-7625.608840395584,0.0
2025,98,-7833.707963304083,0.0
2025,99,-7958.474421458114,0.0
2035,0,-11504.73481992391,0.0
2035,1,-11733.916868101564,0.0
2035,2,-12292.57991282843,0.0
2035,3,-12805.669420570073,0.0
2035,4,-13140.168815228037,0.0
2035,5,-13349.567221012609,0.0
2035,6,-13413.182712697004,0.0
2035,7,-13830.520771536962,0.0
2035,8,-13568.588984013806,0.0
2035,9,-12889.911640134062,0.0
2035,10,-11907.646772533444,0.0
2035,11,-11214.576794675853,0.0
2035,12,-11118.539652880027,0.0
2035,13,-11862.031963268044,0.0
2035,14,-12236.438251465248,0.0
2035,15,-12375.19628905414,0.0
2035,16,-12126.203343505504,0.0
2035,17,-10291.146799462535,0.0
2035,18,-9545.569659570918,0.0
2035,19,-9369.711691147788,0.0
2035,20,-9219.04279918087,0.0
2035,21,-9425.52552284316,0.0
2035,22,-9840.083013493326,0.0
2035,23,-10945.845527876805,0.0
2035,24,-11749.487175715125,0.0
2035,25,-12420.485128165827,0.0
2035,26,-12828.038099586644,0.0
2035,27,-12841.083998889222,0.0
2035,28,-12852.482413313199,0.0
2035,29,-12758.955988920758,0.0
2035,30,-11859.63211649126,0.0
2035,31,-10918.6435551435,0.0
2035,32,-9093.96264982044,0.0
2035,33,-7899.893276227414,0.0
2035,34,-7326.875756219798,0.0
2035,35,-7059.25840613649,0.0
2035,36,-7473.764029602854,0.0
2035,37,-7558.5350731233475,0.0
2035,38,-7538.053465572351,0.0
2035,39,-7698.845417548189,0.0
2035,40,-7559.93909543127,0.0
2035,41,-6065.297823320675,0.0
2035,42,-5695.022082063948,0.0
2035,43,-5777.10106422533,0.0
2035,44,-6319.392763039953,0.0
2035,45,-6999.202305893276,0.0
2035,46,-8222.205626088033,0.0
2035,47,-9860.21784876121,0.0
2035,48,-11020.16092979006,0.0
2035,49,-11878.68565725826,0.0
2035,50,-12354.613361698172,0.0
2035,51,-12503.581250710093,0.0
2035,52,-12578.757845662372,0.0
2035,53,-12347.426250991915,0.0
2035,54,-11615.817603993713,0.0
2035,55,-10572.630238363357,0.0
2035,56,-8930.206170347317,0.0
2035,57,-8153.585659120823,0.0
2035,58,-7801.867976272391,0.0
2035,59,-7554.925865956389,0.0
2035,60,-8268.75346980189,0.0
2035,61,-8160.019412540102,0.0
2035,62,-8164.837436862499,0.0
2035,63,-8300.11386156951,0.0
2035,64,-8054.528510075919,0.0
2035,65,-7381.994506129646,0.0
2035,66,-7752.328375939955,0.0
2035,67,-7736.243338064272,0.0
2035,68,-7659.092868163731,0.0
2035,69,-7343.817291375996,0.0
2035,70,-8565.911223104275,0.0
2035,71,-10053.227451063687,0.0
2035,72,-11119.843122492663,0.0
2035,73,-11978.681469954605,0.0
2035,74,-12348.24001818795,0.0
2035,75,-12615.46699167966,0.0
2035,76,-12706.191448893076,0.0
2035,77,-12528.446136059196,0.0
2035,78,-11685.473291447568,0.0
2035,79,-10433.483917464999,0.0
2035,80,-8838.316308564566,0.0
2035,81,-7861.544974822863,0.0
2035,82,-7715.987947748261,0.0
2035,83,-7105.485724434601,0.0
2035,84,-7808.641878215361,0.0
2035,85,-7873.207260853085,0.0
2035,86,-7688.020677466701,0.0
2035,87,-7837.035445304659,0.0
2035,88,-7808.509570818005,0.0
2035,89,-6411.172802756213,0.0
2035,90,-7607.833061231291,0.0
2035,91,-7565.954986637938,0.0
2035,92,-6807.661963396772,0.0
2035,93,-7440.049711582952,0.0
2035,94,-8291.561758805585,0.0
2035,95,-9403.740889513674,0.0
2035,96,-10383.41773420942,0.0
2035,97,-11172.547615905789,0.0
2035,98,-11597.993677589797,0.0
2035,99,-11867.658094927503,0.0
2045,0,-15059.48895148836,0.0
2045,1,-15059.48895148836,0.0
2045,2,-15059.48895148836,0.0
2045,3,-15059.48895148836,0.0
2045,4,-15059.48895148836,0.0
2045,5,-15059.48895148836,0.0
2045,6,-15059.48895148836,0.0
2045,7,-15059.48895148836,0.0
2045,8,-15059.48895148836,0.0
2045,9,-15059.48895148836,0.0
2045,10,-15059.48895148836,0.0
2045,11,-14909.47475385953,0.0
2045,12,-14754.253938594315,0.0
2045,13,-15059.48895148836,0.0
2045,14,-15059.48895148836,0.0
2045,15,-15059.48895148836,0.0
2045,16,-15059.48895148836,0.0
2045,17,-13379.92230966662,0.0
2045,18,-12294.549251407654,0.0
2045,19,-12044.201487066155,0.0
2045,20,-11818.022391017606,0.0
2045,21,-12144.913277945203,0.0
2045,22,-12774.776891044348,0.0
2045,23,-14401.967976856398,0.0
2045,24,-15059.48895148836,0.0
2045,25,-15059.48895148836,0.0
2045,26,-15059.48895148836,0.0
2045,27,-15059.48895148836,0.0
2045,28,-15059.48895148836,0.0
2045,29,-15059.48895148836,0.0
2045,30,-15059.48895148836,0.0
2045,31,-14425.78641228636,0.0
2045,32,-11707.227955942892,0.0
2045,33,-9931.525929288639,0.0
2045,34,-9147.283919485106,0.0
2045,35,-8773.544120422208,0.0
2045,36,-9400.294641847755,0.0
2045,37,-9532.004460878452,0.0
2045,38,-9499.277955368272,0.0
2045,39,-9734.559703262476,0.0
2045,40,-9507.89827910474,0.0
2045,41,-7198.971292708432,0.0
2045,42,-7145.665106303291,0.0
2045,43,-6615.876574429414,0.0
2045,44,-7384.698885488934,0.0
2045,45,-8363.488020178991,0.0
2045,46,-10102.817870985995,0.0
2045,47,-12497.972950802028,0.0
2045,48,-14195.671133871694,0.0
2045,49,-15059.48895148836,0.0
2045,50,-15059.48895148836,0.0
2045,51,-15059.48895148836,0.0
2045,52,-15059.48895148836,0.0
2045,53,-15059.48895148836,0.0
2045,54,-14982.14413460596,0.0
2045,55,-13365.487381220502,0.0
2045,56,-10868.981680551398,0.0
2045,57,-9745.422393814702,0.0
2045,58,-10940.480724211768,0.0
2045,59,-9591.846362036144,0.0
2045,60,-10070.794286128423,0.0
2045,61,-9944.713290091122,0.0
2045,62,-9982.18437563801,0.0
2045,63,-10218.481208508289,0.0
2045,64,-9913.712183545309,0.0
2045,65,-9943.405849697512,0.0
2045,66,-9340.287559613425,0.0
2045,67,-9255.324970717335,0.0
2045,68,-9905.861677965842,0.0
2045,69,-8629.531577090283,0.0
2045,70,-10435.298978206318,0.0
2045,71,-12668.533573512668,0.0
2045,72,-14255.55740820695,0.0
2045,73,-15059.48895148836,0.0
2045,74,-15059.48895148836,0.0
2045,75,-15059.48895148836,0.0
2045,76,-15059.48895148836,0.0
2045,77,-15059.48895148836,0.0
2045,78,-15043.636556753692,0.0
2045,79,-13148.79003991398,0.0
2045,80,-10760.765288156404,0.0
2045,81,-11445.72864829225,0.0
2045,82,-11151.757502335295,0.0
2045,83,-10647.526540761133,0.0
2045,84,-10065.2325905529,0.0
2045,85,-9723.207260853087,0.0
2045,86,-9467.612514201395,0.0
2045,87,-9719.68850652915,0.0
2045,88,-9717.693244287393,0.0
2045,89,-9778.92790479703,0.0
2045,90,-9274.771836741495,0.0
2045,91,-9443.184416533973,0.0
2045,92,-10125.41706543759,0.0
2045,93,-8856.3762421952,0.0
2045,94,-10178.296452683137,0.0
2045,95,-11937.41435890143,0.0
2045,96,-13488.519775025748,0.0
2045,97,-14719.486391415994,0.0
2045,98,-15059.48895148836,0.0
2045,99,-15059.48895148836,0.0
