year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout
2025,95000,8601.525928554005,19,2,148863436.68434682
2030,95000,1293.9595933107912,19,1,16978695.437424216
2040,95000,0.0,19,0,0.0
2050,95000,0.0,19,0,0.0
