year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,19232176.78496788,0.0,57299437.890941665,95233859.9948459,38308206.11648513,51494953.286122255,261568634.07336283
2030,NT,13679120.064694561,0.0,57713146.40017583,76543012.71339273,63847010.19414187,76436313.5748175,288218602.9472225
2040,DE,7446113.056512284,271492.043481046,23300054.322019354,36729458.48903262,21282336.73138062,31468061.4738593,120497516.11628522
2040,GA,5524638.085346053,16596.291454477803,20191262.03797352,30172067.639175713,21282336.73138062,29762067.43391819,106948968.21924858
2040,NT,6883171.113980118,283038.6105903076,22734781.73969677,35258428.113116145,21282336.73138062,31161941.983092926,117603698.29185688
2050,DE,14603133.016290098,156621.77942829725,38326416.24887722,61767806.91320685,31923505.097070936,48539783.60167297,195317266.65654638
2050,GA,9757415.225448512,388322.9141083001,32726769.221034743,51754808.92711855,31923505.097070936,46344729.262553826,172895550.64733487
