year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,19232176.78496788,0.0,57299437.890941665,95233859.9948459,38308206.11648513,51494953.286122255,261568634.07336283
2030,13679120.064694561,0.0,57713146.40017583,76543012.71339273,63847010.19414187,76436313.5748175,288218602.9472225
2040,19853922.255838454,571126.9455258313,66226098.09968965,102159954.24132447,63847010.194141865,92392070.8908704,345050182.6273907
2050,24360548.24173861,544944.6935365973,71053185.46991196,113522615.8403254,63847010.19414187,94884512.86422679,368212817.3038813
