,Objective Value (Billion Euro),Generators Built,Potential Generators,Total Generator Capacity (MW),Transmission Lines Expanded,Potential Transmission Lines,Total Transmission Capacity (MW),Batteries Built,Potential Batteries,Total Battery Energy Capacity (MWh),Total Battery Power Capacity (MW),Total Load Shedding (MWh),Total Curtailment (MWh)
0,10.361649578847699,50.0,51.0,9022.721685487051,0.0,19.0,0.0,11,11,5.9863456896950476e-05,2.9931728448475238e-05,16756.78618307336,0.0
