,Building Generators (€),Building Transmission Lines (€),Building Batteries (€),Energy Production Cost (w/o Emissions) (€),CO2 Emissions Cost (€),Production Cost with Emissions (€),Load Shedding Cost (€),Curtailment Cost (€),Total Cost (€)
0,757958631.9790343,0.0,1.3145371566611113,6454061264.841455,3043092636.049304,9497153900.890757,106405592.26251584,0.0,10361518126.446848
