bus,carrier,p_nom,marginal_cost,capital_cost,co2_emissions,color,nice_name,extendable,extension_potential,new_capacity,cum_new_capacity,cum_extension_potential,total_capacity
PT1 0,offwind-ac,1056.0115312442215,0.015,183221.68606825784,0.0,#6895dd,Offshore Wind (AC),True,2112.023062488443,2112.023062488443,2112.023062488443,2112.023062488443,3168.0345937326647
PT1 0,offwind-ac,1056.0115312442215,0.015,183221.68606825784,0.0,#6895dd,Offshore Wind (AC),True,2112.023062488443,0.0,2112.023062488443,4224.046124976886,3168.0345937326647
PT1 0,offwind-ac,1056.0115312442215,0.015,183221.68606825784,0.0,#6895dd,Offshore Wind (AC),True,2112.023062488443,0.0,2112.023062488443,6336.069187465329,3168.0345937326647
PT1 0,offwind-ac,1056.0115312442215,0.015,183221.68606825784,0.0,#6895dd,Offshore Wind (AC),True,2112.023062488443,0.0,2112.023062488443,8448.092249953772,3168.0345937326647
PT1 0,onwind,1540.8128858697523,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,3081.6257717395047,0.0,0.0,3081.6257717395047,1540.8128858697523
PT1 0,onwind,1540.8128858697523,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,3081.6257717395047,0.0,0.0,6163.251543479009,1540.8128858697523
PT1 0,onwind,1540.8128858697523,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,3081.6257717395047,0.0,0.0,9244.877315218513,1540.8128858697523
PT1 0,onwind,1540.8128858697523,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,3081.6257717395047,0.0,0.0,12326.503086958019,1540.8128858697523
PT1 0,ror,2368.9,0.0,299140.2249292296,0.0,#4adbc8,Run of River,True,4737.8,4737.8,4737.8,4737.8,7106.700000000001
PT1 0,ror,2368.9,0.0,299140.2249292296,0.0,#4adbc8,Run of River,True,4737.8,0.0,4737.8,9475.6,7106.700000000001
PT1 0,ror,2368.9,0.0,299140.2249292296,0.0,#4adbc8,Run of River,True,4737.8,0.0,4737.8,14213.400000000001,7106.700000000001
PT1 0,ror,2368.9,0.0,299140.2249292296,0.0,#4adbc8,Run of River,True,4737.8,0.0,4737.8,18951.2,7106.700000000001
PT1 0,solar,377.3664011812092,0.01,35602.07124380446,0.0,#f9d002,Solar,True,754.7328023624184,754.7328023624184,754.7328023624184,754.7328023624184,1132.0992035436275
PT1 0,solar,377.3664011812092,0.01,35602.07124380446,0.0,#f9d002,Solar,True,754.7328023624184,754.7328023624184,1509.4656047248368,1509.4656047248368,1886.832005906046
PT1 0,solar,377.3664011812092,0.01,35602.07124380446,0.0,#f9d002,Solar,True,754.7328023624184,0.0,1509.4656047248368,2264.198407087255,1886.832005906046
PT1 0,solar,377.3664011812092,0.01,35602.07124380446,0.0,#f9d002,Solar,True,754.7328023624184,0.0,1509.4656047248368,3018.9312094496736,1886.832005906046
PT1 1,CCGT,3004.0,38.89284107946028,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,6008.0,4301.335483516739,4301.335483516739,6008.0,7305.335483516739
PT1 1,CCGT,3004.0,38.89284107946028,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,6008.0,0.0,4301.335483516739,12016.0,7305.335483516739
PT1 1,CCGT,3004.0,38.89284107946028,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,6008.0,0.0,4301.335483516739,18024.0,7305.335483516739
PT1 1,CCGT,3004.0,38.89284107946028,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,6008.0,0.0,4301.335483516739,24032.0,7305.335483516739
PT1 1,offwind-ac,3404.177204898588,0.015,185562.8946609537,0.0,#6895dd,Offshore Wind (AC),True,6808.354409797176,6808.354409797176,6808.354409797176,6808.354409797176,10212.531614695765
PT1 1,offwind-ac,3404.177204898588,0.015,185562.8946609537,0.0,#6895dd,Offshore Wind (AC),True,6808.354409797176,0.0,6808.354409797176,13616.708819594352,10212.531614695765
PT1 1,offwind-ac,3404.177204898588,0.015,185562.8946609537,0.0,#6895dd,Offshore Wind (AC),True,6808.354409797176,0.0,6808.354409797176,20425.06322939153,10212.531614695765
PT1 1,offwind-ac,3404.177204898588,0.015,185562.8946609537,0.0,#6895dd,Offshore Wind (AC),True,6808.354409797176,0.0,6808.354409797176,27233.417639188705,10212.531614695765
PT1 1,onwind,3672.827789448679,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,7345.655578897358,7345.655578897358,7345.655578897358,7345.655578897358,11018.483368346038
PT1 1,onwind,3672.827789448679,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,7345.655578897358,0.0,7345.655578897358,14691.311157794717,11018.483368346038
PT1 1,onwind,3672.827789448679,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,7345.655578897358,0.0,7345.655578897358,22036.966736692077,11018.483368346038
PT1 1,onwind,3672.827789448679,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,7345.655578897358,0.0,7345.655578897358,29382.622315589433,11018.483368346038
PT1 1,ror,269.6,0.0,299140.22492922953,0.0,#4adbc8,Run of River,True,539.2,539.2,539.2,539.2,808.8000000000001
PT1 1,ror,269.6,0.0,299140.22492922953,0.0,#4adbc8,Run of River,True,539.2,0.0,539.2,1078.4,808.8000000000001
PT1 1,ror,269.6,0.0,299140.22492922953,0.0,#4adbc8,Run of River,True,539.2,0.0,539.2,1617.6000000000001,808.8000000000001
PT1 1,ror,269.6,0.0,299140.22492922953,0.0,#4adbc8,Run of River,True,539.2,0.0,539.2,2156.8,808.8000000000001
PT1 1,solar,648.0735988187907,0.01,35602.07124380446,0.0,#f9d002,Solar,True,1296.1471976375815,1296.1471976375817,1296.1471976375817,1296.1471976375815,1944.2207964563725
PT1 1,solar,648.0735988187907,0.01,35602.07124380446,0.0,#f9d002,Solar,True,1296.1471976375815,1296.1471976375817,2592.2943952751634,2592.294395275163,3240.367994093954
PT1 1,solar,648.0735988187907,0.01,35602.07124380446,0.0,#f9d002,Solar,True,1296.1471976375815,0.0,2592.2943952751634,3888.4415929127445,3240.367994093954
PT1 1,solar,648.0735988187907,0.01,35602.07124380446,0.0,#f9d002,Solar,True,1296.1471976375815,0.0,2592.2943952751634,5184.588790550326,3240.367994093954
