year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,4967439240.683078,334549593.4820758,645325.4912872481,1343355.0219783008,0.0,257971.2422295144,5304235485.920649
2030,4139192923.7962437,230756641.67367595,737654.6036705101,1572085.461932403,0.0,343961.6563060192,4372603267.191828
2040,5165200487.40805,408410042.5911549,820984.5228389716,1889112.0737142474,0.0,429952.070382524,5576750578.66614
2050,5499442304.664097,480404770.6435489,832236.8905773874,1990936.097672604,0.0,515942.4844590288,5983186190.7803545
