,lower_bound,upper_bound,count,percent_of_interval
0,5.999,6.1,0,0.0
1,6.1,6.2,0,0.0
2,6.2,6.3,0,0.0
3,6.3,6.4,0,0.0
4,6.4,6.5,0,0.0
5,6.5,6.6,0,0.0
6,6.6,6.7,0,0.0
7,6.7,6.8,0,0.0
8,6.8,6.9,5,50.0
9,6.9,7.0,5,50.0
