,lower_bound,upper_bound,count,percent_of_interval
0,6.999,7.1,1,100.0
1,7.1,7.2,0,0.0
2,7.2,7.3,0,0.0
3,7.3,7.4,0,0.0
4,7.4,7.5,0,0.0
5,7.5,7.6,0,0.0
6,7.6,7.7,0,0.0
7,7.7,7.8,0,0.0
8,7.8,7.9,0,0.0
9,7.9,8.0,0,0.0
