year,num_buildout,capacity,investment_cost,cycles_per_year
2025,3,41305.67925450038,907028310.3536037,93.74074591928421
2030,0,41305.67925450038,0.0,109.28931227051541
2040,0,41305.67925450038,0.0,126.64902287293462
2050,0,41305.67925450038,0.0,161.11430624284432
