year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,2597403955.938274,592406130.9692926,1009715.7724153325,1236002.9886349996,0.0,611085.5940130838,3192666891.26263
2030,2391321361.4929557,496877561.0893531,878784.3862065868,1205193.6183282095,0.0,969618.5557141145,2891252519.1425576
2040,3290053562.144031,725685225.6085236,834480.6518959743,1295200.3635261157,0.0,1289208.9463692051,4019157677.7143464
2050,3691039991.0190277,825125036.9774277,875918.7230686501,1371605.5622714295,0.0,1341418.664189112,4519753970.945984
