year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,46858133.80711235,10693836.39953321,67314384.82768911,82400199.24233331,4195183.521741388,61108559.401308954,272570297.19971836
2030,43083286.78103101,8969399.65863391,58585625.747106016,80346241.22188064,4195183.521741388,96961855.57141234,292141592.5018053
2040,59150315.77387368,13099727.829484865,55632043.45973184,86346690.90174104,4195183.521741388,128920894.63692173,347344856.1234945
2050,66295142.156479865,14894768.459195403,58394581.537910245,91440370.8180953,4195183.521741388,134141866.41891246,369361912.9123347
