,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,75.896,117.416,993,77.88235294117646,0.9595315398886828
1,117.416,158.935,183,14.352941176470587,0.17683209647495363
3,200.455,241.974,55,4.313725490196078,0.053146258503401364
99,4186.312,4227.831,19,1.4901960784313726,0.01835961657390229
98,4144.793,4186.312,10,0.7843137254901961,0.00966295609152752
97,4103.273,4144.793,8,0.6274509803921569,0.007730364873222016
96,4061.754,4103.273,6,0.4705882352941176,0.0057977736549165125
95,4020.235,4061.754,1,0.0784313725490196,0.000966295609152752
4,241.974,283.493,0,0.0,0.0
63,2691.616,2733.135,0,0.0,0.0
