year,DE,GA,NT,Average
2025,,,58.652651391547835,58.652651391547835
2030,,,50.64000867673624,50.64000867673624
2040,52.28994010984085,49.214701517118314,51.380203743169155,50.961615123376106
2050,67.71193212027498,49.84357620509688,,58.77775416268593
