year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,14784,241,1.6301406926406927
2030,NT,14784,210,1.4204545454545454
2040,DE,14784,250,1.691017316017316
2040,GA,14784,323,2.1847943722943723
2040,NT,14784,288,1.948051948051948
2050,DE,14784,372,2.5162337662337664
2050,GA,14784,310,2.096861471861472
