,lower_bound,upper_bound,count,percent_of_high,percent_of_total
4,316.462,380.034,1727,32.09440624419253,3.3375850340136055
98,6292.264,6355.837,894,16.614012265378182,1.7277365491651204
97,6228.692,6292.264,873,16.223750232298826,1.687152133580705
96,6165.119,6228.692,588,10.927336926221892,1.1363636363636365
36,2350.778,2414.35,494,9.180449730533358,0.954700061842919
35,2287.205,2350.778,316,5.872514402527411,0.6106988249845392
99,6355.837,6419.409,177,3.289351421668835,0.3420686456400742
95,6101.547,6165.119,107,1.9884779780709905,0.20678726035868894
7,507.179,570.751,65,1.207953911912284,0.12561842918985777
0,62.171,125.745,46,0.8548596915071548,0.08889919604205318
