year,DE,GA,NT,Average
2025,,,2231.4555660431565,2231.4555660431565
2030,,,280.6489915982781,280.6489915982781
2040,11.42595178603751,7.9405037269938745,10.641780442863777,10.00274531863172
2050,98.38760955212781,9.448260141223962,,53.91793484667589
