year,DE,GA,NT,Average
2025,,,29.817329675900726,29.817329675900726
2030,,,21.531062708677357,21.531062708677357
2040,27.644738878094444,22.347931969599195,26.26861284195431,25.420427896549317
2050,52.203844072389415,25.709372812088077,,38.956608442238746
