year,generator,dual_value
2025,ES1 4 offwind-ac,-140532.06296444574
2025,ES1 4 onwind,-108277.50121766022
2025,PT1 1 ror,-85999.414825134
2025,PT1 0 ror,-82012.53244238964
2025,ES1 2 onwind,-70425.49960691438
2025,PT1 0 offwind-ac,-41733.67309272127
2025,ES1 6 solar,-34058.669825989775
2025,ES1 2 solar,-31960.466758285285
2025,ES1 5 solar,-31685.970638342144
2025,ES1 8 solar,-30398.918496427337
2025,ES1 3 solar,-28933.643251615395
2025,PT1 1 solar,-28265.297335924784
2025,ES1 0 solar,-25759.17447690376
2025,ES1 1 onwind,-21818.30912854756
2025,ES1 7 solar,-21793.471249357743
2025,ES1 8 onwind,-17154.883651290984
2025,PT1 0 solar,-16990.17686717846
2025,ES1 4 solar,-16191.15428635672
2025,PT1 1 onwind,-14072.172713961969
2025,ES1 6 onwind,-13299.178048674536
2025,ES1 1 solar,-12790.130815991582
2025,ES1 7 CCGT,-2182.2132543962216
2025,PT1 1 CCGT,-1250.749374575857
2030,ES1 4 onwind,-44772.04631771785
2030,ES1 4 offwind-ac,-44061.81757136952
2030,ES1 2 onwind,-22291.031020097413
2030,ES1 6 solar,-10641.45634711074
2030,ES1 2 solar,-9307.394161679142
2030,ES1 5 solar,-9053.336545961254
2030,ES1 8 solar,-7974.325127534184
2030,PT1 1 solar,-7145.714517588523
2030,ES1 3 solar,-6862.47547866031
2030,ES1 0 solar,-4832.0543518732975
2030,ES1 7 solar,-2546.543533618533
2030,ES1 7 CCGT,-665.5220948863425
2040,ES1 4 onwind,-6486.809114747339
2040,ES1 6 solar,-74.73785191441857
