year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,0,0.0
2030,NT,7392,0,0.0
2040,DE,7392,11,0.1488095238095238
2040,GA,7392,0,0.0
2040,NT,7392,11,0.1488095238095238
2050,DE,7392,0,0.0
2050,GA,7392,0,0.0
