year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,82215.54477149925,51,24,7966710451.442345,275129103.2749536,9611134.975427352,768890798.0341883,1835112076.9638724,2604002874.9980607,10570713326.440405
2030,192912.81713965908,42179.60222803623,51,13,3083337086.916039,295301383.27259636,6839560.03234733,547164802.5877864,1300919027.1903548,1848083829.778141,4931420916.69418
2040,192912.81713965908,7666.034391617716,51,1,736597722.1101904,352149122.2463422,10412419.031616231,832993522.5292985,1953051448.004039,2786044970.5333376,3522642692.643528
2050,192912.81713965908,0.0,51,0,0.0,375298912.08104724,12643477.110375501,1011478168.8300401,2366578475.692145,3378056644.522185,3378056644.522185
