year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,60900.664000000004,9708.246887797683,11,3,961385644.7159187,46455876.98854086,9291175.39770817,1805979693.9987473,743294031.8166537,2549273725.815401,3510659370.5313196
2025,coal,9478.786965467825,0.0,5,0,0.0,941057.5815270055,319959.5777191819,26534972.109420564,25596766.21753455,52131738.32695512,52131738.32695512
2025,offwind-ac,27469.304443667334,5750.206760447316,9,2,1056530739.6118048,36579252.64889019,0.0,548688.7897333528,0.0,548688.7897333528,1057079428.4015383
2025,onwind,64079.00668944659,36066.05257717692,11,6,3465438689.2528386,102234251.75355425,0.0,1533513.7763033118,0.0,1533513.7763033118,3466972203.029142
2025,ror,5571.016495,5277.0,4,2,1578562966.9515445,37397835.33564296,0.0,0.0,0.0,0.0,1578562966.9515445
2025,solar,25414.038546077332,25414.038546077332,11,11,904792410.9102377,51520828.96679834,0.0,515208.2896679834,0.0,515208.2896679834,905307619.1999056
2030,CCGT,60900.664000000004,1143.8395819040495,11,2,113271836.47158688,32783532.94709786,6556706.589419572,1274483948.3155882,524536527.15356576,1799020475.469154,1912292311.9407408
2030,coal,9478.786965467825,0.0,5,0,0.0,831921.8909639948,282853.44292775827,23457676.34975749,22628275.434220664,46085951.78397815,46085951.78397815
2030,offwind-ac,27469.304443667334,3638.1836979588734,9,1,669562313.0876268,39069998.0604462,0.0,586049.970906693,0.0,586049.970906693,670148363.0585335
2030,onwind,64079.00668944659,16021.999254519476,11,2,1539488026.2257419,107834320.74356243,0.0,1617514.811153434,0.0,1617514.811153434,1541105541.0368953
2030,ror,5571.016495,0.0,4,0,0.0,37397835.33564296,0.0,0.0,0.0,0.0,0.0
2030,solar,25414.038546077332,21375.57969365383,11,8,761014911.1310835,77383774.29488291,0.0,773837.7429488291,0.0,773837.7429488291,761788748.8740323
2040,CCGT,60900.664000000004,0.0,11,0,0.0,48612445.77421285,9722489.154842572,1892275017.1175013,777799132.3874058,2670074149.504907,2670074149.504907
2040,coal,9478.786965467825,0.0,5,0,0.0,2029205.5199225282,689929.8767736596,57217446.55417916,55194390.141892776,112411836.69607194,112411836.69607194
2040,offwind-ac,27469.304443667334,0.0,9,0,0.0,44198892.09188978,0.0,662983.3813783466,0.0,662983.3813783466,662983.3813783466
2040,onwind,64079.00668944659,7666.034391617716,11,1,736597722.1101904,139378703.1466753,0.0,2090680.5472001252,0.0,2090680.5472001252,738688402.6573905
2040,ror,5571.016495,0.0,4,0,0.0,37397835.335642956,0.0,0.0,0.0,0.0,0.0
2040,solar,25414.038546077332,0.0,11,0,0.0,80532040.37799877,0.0,805320.4037799877,0.0,805320.4037799877,805320.4037799877
2050,CCGT,60900.664000000004,0.0,11,0,0.0,58679161.59235573,11735832.318471147,2287562405.902437,938866585.4776918,3226428991.380129,3226428991.380129
2050,coal,9478.786965467825,0.0,5,0,0.0,2669543.505601042,907644.7919043542,75273037.33217482,72611583.35234834,147884620.68452317,147884620.68452317
2050,offwind-ac,27469.304443667334,0.0,9,0,0.0,47015292.74926944,0.0,705229.3912390416,0.0,705229.3912390416,705229.3912390416
2050,onwind,64079.00668944659,0.0,11,0,0.0,148486455.46239534,0.0,2227296.8319359254,0.0,2227296.8319359254,2227296.8319359254
2050,ror,5571.016495,0.0,4,0,0.0,37397835.33564296,0.0,0.0,0.0,0.0,0.0
2050,solar,25414.038546077332,0.0,11,0,0.0,81050623.43578275,0.0,810506.2343578275,0.0,810506.2343578275,810506.2343578275
