year,AIC,expected_OC,total_cost
2025,8107085765.589402,2604002874.9980607,10711088640.587463
2030,3083337086.916039,1848083829.7781413,4931420916.6941805
2040,736597722.1101904,2786044970.5333376,3522642692.643528
2050,0.0,3489821458.8489156,3489821458.8489156
