year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,275129103.2749536,9611134.975427352,768890798.0341883,1835112076.9638724,2604002874.9980607
2030,NT,295301383.27259636,6839560.03234733,547164802.5877864,1300919027.1903548,1848083829.778141
2040,DE,368581755.52911323,11861474.295645023,948917943.6516018,2221996559.175869,3170914502.827471
2040,GA,327959948.6738964,8329277.671228079,666342213.6982462,1567884556.9498255,2234226770.648072
2040,NT,359905662.53601706,11046505.127975594,883720410.2380476,2069273227.886423,2952993638.1244707
2050,DE,397709376.254865,14869390.041318137,1189551203.305451,2781080986.6592355,3970632189.9646864
2050,GA,352888447.9072295,10417564.179432865,833405134.3546293,1952075964.725054,2785481099.0796833
