year,scenario,utilization_rate,congestion_rate
2025,NT,0.6189724823531577,0.5067355889724311
2030,NT,0.6257461497830449,0.5081453634085213
2040,DE,0.6377703351418892,0.5129229323308271
2040,GA,0.6324992120214048,0.5127662907268171
2040,NT,0.6369506202481424,0.5137844611528822
2050,DE,0.6453410453232431,0.518640350877193
2050,GA,0.6362320020808188,0.5115131578947368
