year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,274604499.7131969,9128588.781413604,730287102.5130883,1643445464.7236016,2373732567.23669
2030,NT,294144168.04356354,11201320.45296481,896105636.2371849,1999766482.724342,2895872118.9615273
2040,DE,367392998.32353705,21190495.60678036,1695239648.542429,3689285874.547875,5384525523.090303
2040,GA,326722367.5161446,15268912.525988141,1221513002.0790513,2692301356.081015,3913814358.160066
2040,NT,358697576.30476516,19862688.17008141,1589015053.6065128,3464320038.6589484,5053335092.265461
2050,DE,396529049.01749796,25883103.06955265,2070648245.5642118,4468187814.457052,6538836060.021264
2050,GA,351588042.2973673,18597065.842085846,1487765267.366868,3254132086.6524563,4741897354.019324
