year,AIC,expected_OC,total_cost
2025,2877045118.748345,2373732567.23669,5250777685.985035
2030,3287186039.7320213,2895872118.961527,6183058158.693548
2040,2788975651.2492466,4783891657.83861,7572867309.087856
2050,3295565012.6155148,5640366707.020294,8935931719.635809
