year,scenario,Invest Gen,Invest Bat,Invest Tx,Production Cost,CO2 Emission Cost,Load Shedding Cost,Curtailment Cost,Prod+CO2 Cost,Total CapEx,Total OpEx,Total Cost
2025,NT,2687102811.085712,8769976.828580694,181172330.83405194,1643445464.7236016,730287102.5130883,0.0,0.0,2373732567.23669,2877045118.748345,2373732567.23669,5250777685.985035
2030,NT,3235016966.1667085,13862035.031713625,38307038.53359925,1999766482.724342,896105636.2371849,0.0,0.0,2895872118.961527,3287186039.7320213,2895872118.961527,6183058158.693548
2040,DE,2788975651.2492466,0.0,0.0,3689285874.547875,1695239648.542429,0.0,0.0,5384525523.090303,2788975651.2492466,5384525523.090303,8173501174.33955
2040,GA,2788975651.2492466,0.0,0.0,2692301356.081015,1221513002.0790513,0.0,0.0,3913814358.1600666,2788975651.2492466,3913814358.1600666,6702790009.409313
2040,NT,2788975651.2492466,0.0,0.0,3464320038.6589484,1589015053.6065128,0.0,0.0,5053335092.265461,2788975651.2492466,5053335092.265461,7842310743.514708
2050,DE,3155912924.424557,139652088.19095775,0.0,4468187814.457052,2070648245.5642118,0.0,0.0,6538836060.021264,3295565012.6155148,6538836060.021264,9834401072.63678
2050,GA,3155912924.424557,139652088.19095775,0.0,3254132086.6524563,1487765267.366868,0.0,0.0,4741897354.019324,3295565012.6155148,4741897354.019324,8037462366.634839
All,All,11867008352.926224,162284100.05125207,219479369.3676512,10786340987.765312,4907522063.291811,0.0,0.0,15693863051.057123,12248771822.345127,15693863051.057123,27942634873.402252
