year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,15225.166000000001,645.0625458746757,11,3,63879079.17002912,39655433.4686048,7931086.693720961,1541441459.4031796,634486935.4976768,2175928394.9008565,2239807474.0708857
2025,coal,2369.6967413669563,831.8604337078548,5,2,291131647.6901133,3522064.9638018915,1197502.087692643,99311559.0550806,95800167.01541145,195111726.07049206,486243373.76060534
2025,offwind-ac,6867.326110916833,3510.3416068798733,9,5,648079763.8260847,48378848.05111737,0.0,725682.7207667604,0.0,725682.7207667604,648805446.5468515
2025,onwind,16019.751672361648,10835.987024503367,11,7,1041185435.8222384,103636211.79562178,0.0,1554543.176934325,0.0,1554543.176934325,1042739978.9991728
2025,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,38189904.670036055,0.0,0.0,0.0,0.0,416628781.84968704
2025,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,41222036.76401498,0.0,412220.36764014984,0.0,412220.36764014984,226610323.09519956
2030,CCGT,15225.166000000001,1239.724265710261,11,3,122767078.9829079,47904292.63595639,9580858.527191278,1862534758.3846197,766468682.1753023,2629003440.559922,2751770519.54283
2030,coal,2369.6967413669563,1738.804687603204,5,4,608540872.0028098,4766064.487569213,1620461.9257735324,134388575.92979246,129636954.06188259,264025529.99167508,872566401.9944849
2030,offwind-ac,6867.326110916833,3510.3416068798733,9,5,648079763.8260847,52211479.221903816,0.0,783172.1883285572,0.0,783172.1883285572,648862936.0144132
2030,onwind,16019.751672361648,12622.065443425401,11,8,1212802366.7776594,109850390.26408309,0.0,1647755.8539612442,0.0,1647755.8539612442,1214450122.6316206
2030,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,38189904.670036055,0.0,0.0,0.0,0.0,416628781.84968704
2030,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,41222036.76401498,0.0,412220.36764014984,0.0,412220.36764014984,226610323.09519956
2040,CCGT,15225.166000000001,1741.6761424186348,11,2,172474233.54777458,76974403.08588114,15394880.61717623,2998546997.742691,1231590449.3740983,4230137447.1167893,4402611680.664564
2040,coal,2369.6967413669563,242.9,5,1,85009304.87669231,9938680.83462865,3379151.483773742,280240682.32187754,270332118.70189935,550572801.0237769,635582105.9004692
2040,offwind-ac,6867.326110916833,3510.3416068798733,9,5,648079763.8260847,57821395.06192308,0.0,867320.9259288461,0.0,867320.9259288461,648947084.7520136
2040,onwind,16019.751672361648,12911.21401889588,11,8,1240585464.4214487,126791226.96499833,0.0,1901868.4044749727,0.0,1901868.4044749727,1242487332.8259237
2040,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,38189904.670036055,0.0,0.0,0.0,0.0,416628781.84968704
2040,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,41222036.76401498,0.0,412220.36764014984,0.0,412220.36764014984,226610323.09519956
2050,CCGT,15225.166000000001,3820.545337022259,11,4,378339929.38685614,89814431.06305452,17962886.212610904,3503146214.419034,1437030897.0088723,4940177111.427906,5318517040.814762
2050,coal,2369.6967413669563,703.1353376694541,5,2,246080882.21292144,12579994.83296572,4277198.243208345,354717733.09316975,342175859.4566676,696893592.5498374,942974474.7627587
2050,offwind-ac,6867.326110916833,3510.3416068798733,9,5,648079763.8260847,59576050.479843244,0.0,893640.7571976486,0.0,893640.7571976486,648973404.5832824
2050,onwind,16019.751672361648,12911.21401889588,11,8,1240585464.4214487,132676127.8475181,0.0,1990141.917712769,0.0,1990141.917712769,1242575606.3391614
2050,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,38189904.670036055,0.0,0.0,0.0,0.0,416628781.84968704
2050,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,41222036.76401498,0.0,412220.36764014984,0.0,412220.36764014984,226610323.09519956
