Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
24883023780.207096,,25.811399936676025,7.361637115478516,25.879743337631226,33.24138045310974,86800,60106,164177,0,0,0,2
