year,num_buildout,capacity,investment_cost,cycles_per_year
2025,1,40.44281767396345,888080.7976728099,237.46733550025877
2030,1,113.71845360238513,1609054.1892977294,216.73078980732535
2040,3,8579.579808178049,185901214.0392779,290.3872183258832
2050,4,33455.48575149615,546248151.4288296,192.38428461121686
