Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,98391361312.00096,,831.4785349369049,110.73820209503174,832.0258219242096,942.7640240192412,1629488,1181276,3144995,0,0,0,2
EV,98107721717.35252,,206.1017360687256,56.6433424949646,206.3387129306793,262.9820554256439,543536,675252,1736240,0,0,0,2
EEV,100445928781.6212,,17.08531093597412,110.97711038589478,17.630500316619873,128.60761070251465,1629488,1181276,3144995,0,0,0,2
EVPI,98298703356.69637,,225.3491050004959,68.9320658047994,225.71602221330008,294.6480880180995,1267504.0,675257.3333333334,1850928.0,0.0,0.0,0.0,2.0
EVPI std,472074910.8511623,,9.427930818660656,4.957115507431554,9.450500433088667,12.254776662428148,280391.6007187091,2.0655911179772892,44418.471400983624,0.0,0.0,0.0,0.0
