Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
98391361312.00095,,831.4785349369049,110.73820209503174,832.0258219242096,942.7640240192413,1629488,1181276,3144995,0,0,0,2
