year,DE,GA,NT,Average
2025,,,31.75029095723493,31.75029095723493
2030,,,22.50750876557379,22.50750876557379
2040,28.794746569959184,23.28385120048955,27.80489873644281,26.62783216896385
2050,53.8616064462558,27.012163973369177,,40.43688520981249
