,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,75.896,139.427,90,73.17073170731707,0.17393320964749537
1,139.427,202.956,0,0.0,0.0
2,202.956,266.486,0,0.0,0.0
3,266.486,330.016,0,0.0,0.0
4,330.016,393.546,0,0.0,0.0
5,393.546,457.076,0,0.0,0.0
6,457.076,520.606,0,0.0,0.0
7,520.606,584.135,0,0.0,0.0
8,584.135,647.665,0,0.0,0.0
9,647.665,711.195,0,0.0,0.0
10,711.195,774.725,0,0.0,0.0
11,774.725,838.255,0,0.0,0.0
12,838.255,901.785,0,0.0,0.0
13,901.785,965.314,0,0.0,0.0
14,965.314,1028.844,0,0.0,0.0
15,1028.844,1092.374,0,0.0,0.0
16,1092.374,1155.904,0,0.0,0.0
17,1155.904,1219.434,0,0.0,0.0
18,1219.434,1282.964,0,0.0,0.0
19,1282.964,1346.493,0,0.0,0.0
20,1346.493,1410.023,0,0.0,0.0
21,1410.023,1473.553,2,1.6260162601626018,0.003865182436611008
22,1473.553,1537.083,9,7.317073170731707,0.017393320964749534
23,1537.083,1600.613,0,0.0,0.0
24,1600.613,1664.143,0,0.0,0.0
25,1664.143,1727.672,0,0.0,0.0
26,1727.672,1791.202,0,0.0,0.0
27,1791.202,1854.732,0,0.0,0.0
28,1854.732,1918.262,0,0.0,0.0
29,1918.262,1981.792,0,0.0,0.0
30,1981.792,2045.322,0,0.0,0.0
31,2045.322,2108.851,0,0.0,0.0
32,2108.851,2172.381,0,0.0,0.0
33,2172.381,2235.911,0,0.0,0.0
34,2235.911,2299.441,0,0.0,0.0
35,2299.441,2362.971,0,0.0,0.0
36,2362.971,2426.501,0,0.0,0.0
37,2426.501,2490.031,0,0.0,0.0
38,2490.031,2553.56,0,0.0,0.0
39,2553.56,2617.09,0,0.0,0.0
40,2617.09,2680.62,0,0.0,0.0
41,2680.62,2744.15,0,0.0,0.0
42,2744.15,2807.68,0,0.0,0.0
43,2807.68,2871.21,0,0.0,0.0
44,2871.21,2934.739,0,0.0,0.0
45,2934.739,2998.269,0,0.0,0.0
46,2998.269,3061.799,0,0.0,0.0
47,3061.799,3125.329,0,0.0,0.0
48,3125.329,3188.859,0,0.0,0.0
49,3188.859,3252.389,0,0.0,0.0
50,3252.389,3315.918,0,0.0,0.0
51,3315.918,3379.448,0,0.0,0.0
52,3379.448,3442.978,0,0.0,0.0
53,3442.978,3506.508,0,0.0,0.0
54,3506.508,3570.038,0,0.0,0.0
55,3570.038,3633.568,0,0.0,0.0
56,3633.568,3697.097,0,0.0,0.0
57,3697.097,3760.627,0,0.0,0.0
58,3760.627,3824.157,0,0.0,0.0
59,3824.157,3887.687,0,0.0,0.0
60,3887.687,3951.217,0,0.0,0.0
61,3951.217,4014.747,0,0.0,0.0
62,4014.747,4078.276,0,0.0,0.0
63,4078.276,4141.806,0,0.0,0.0
64,4141.806,4205.336,0,0.0,0.0
65,4205.336,4268.866,0,0.0,0.0
66,4268.866,4332.396,0,0.0,0.0
67,4332.396,4395.926,0,0.0,0.0
68,4395.926,4459.455,0,0.0,0.0
69,4459.455,4522.985,0,0.0,0.0
70,4522.985,4586.515,0,0.0,0.0
71,4586.515,4650.045,0,0.0,0.0
72,4650.045,4713.575,0,0.0,0.0
73,4713.575,4777.105,0,0.0,0.0
74,4777.105,4840.635,0,0.0,0.0
75,4840.635,4904.164,0,0.0,0.0
76,4904.164,4967.694,0,0.0,0.0
77,4967.694,5031.224,0,0.0,0.0
78,5031.224,5094.754,0,0.0,0.0
79,5094.754,5158.284,0,0.0,0.0
80,5158.284,5221.814,0,0.0,0.0
81,5221.814,5285.343,0,0.0,0.0
82,5285.343,5348.873,0,0.0,0.0
83,5348.873,5412.403,0,0.0,0.0
84,5412.403,5475.933,0,0.0,0.0
85,5475.933,5539.463,0,0.0,0.0
86,5539.463,5602.993,0,0.0,0.0
87,5602.993,5666.522,0,0.0,0.0
88,5666.522,5730.052,0,0.0,0.0
89,5730.052,5793.582,0,0.0,0.0
90,5793.582,5857.112,0,0.0,0.0
91,5857.112,5920.642,0,0.0,0.0
92,5920.642,5984.172,0,0.0,0.0
93,5984.172,6047.701,0,0.0,0.0
94,6047.701,6111.231,0,0.0,0.0
95,6111.231,6174.761,2,1.6260162601626018,0.003865182436611008
96,6174.761,6238.291,3,2.4390243902439024,0.0057977736549165125
97,6238.291,6301.821,7,5.691056910569105,0.013528138528138528
98,6301.821,6365.351,8,6.504065040650407,0.015460729746444033
99,6365.351,6428.88,2,1.6260162601626018,0.003865182436611008
