,lower_bound,upper_bound,count,percent,count_2025,count_2030,count_2040,count_2050
0,54.0,55.0,16825,32.5158472479901,2330,2425,7242,4828
1,0.0,1.0,14762,28.528911564625854,1749,2167,6468,4378
2,55.0,56.0,8876,17.153679653679653,1746,1230,3603,2297
3,53.0,54.0,5672,10.961657390228819,456,946,2602,1668
4,56.0,57.0,3165,6.11665120593692,799,326,1203,837
5,57.0,58.0,1180,2.280457637600495,224,133,510,313
6,52.0,53.0,606,1.1711502782931353,36,106,276,188
7,58.0,59.0,341,0.6590136054421769,52,30,160,99
8,51.0,52.0,93,0.17973098330241188,0,16,42,35
9,68.0,69.0,62,0.11982065553494126,0,0,20,42
10,69.0,70.0,42,0.08116883116883117,0,0,12,30
11,70.0,inf,41,0.07923623995052567,0,0,3,38
12,59.0,60.0,37,0.07150587507730365,0,2,26,9
13,67.0,68.0,19,0.03671923314780458,0,0,5,14
14,66.0,67.0,12,0.02319109461966605,0,0,4,8
15,44.0,45.0,8,0.015460729746444033,0,8,0,0
16,43.0,44.0,2,0.003865182436611008,0,2,0,0
17,45.0,46.0,1,0.001932591218305504,0,1,0,0
18,7.0,8.0,0,0.0,0,0,0,0
19,46.0,47.0,0,0.0,0,0,0,0
20,47.0,48.0,0,0.0,0,0,0,0
21,48.0,49.0,0,0.0,0,0,0,0
22,49.0,50.0,0,0.0,0,0,0,0
23,50.0,51.0,0,0.0,0,0,0,0
24,11.0,12.0,0,0.0,0,0,0,0
25,10.0,11.0,0,0.0,0,0,0,0
26,9.0,10.0,0,0.0,0,0,0,0
27,8.0,9.0,0,0.0,0,0,0,0
28,12.0,13.0,0,0.0,0,0,0,0
29,6.0,7.0,0,0.0,0,0,0,0
30,42.0,43.0,0,0.0,0,0,0,0
31,4.0,5.0,0,0.0,0,0,0,0
32,60.0,61.0,0,0.0,0,0,0,0
33,61.0,62.0,0,0.0,0,0,0,0
34,62.0,63.0,0,0.0,0,0,0,0
35,63.0,64.0,0,0.0,0,0,0,0
36,64.0,65.0,0,0.0,0,0,0,0
37,65.0,66.0,0,0.0,0,0,0,0
38,3.0,4.0,0,0.0,0,0,0,0
39,2.0,3.0,0,0.0,0,0,0,0
40,5.0,6.0,0,0.0,0,0,0,0
41,41.0,42.0,0,0.0,0,0,0,0
42,13.0,14.0,0,0.0,0,0,0,0
43,26.0,27.0,0,0.0,0,0,0,0
44,14.0,15.0,0,0.0,0,0,0,0
45,15.0,16.0,0,0.0,0,0,0,0
46,16.0,17.0,0,0.0,0,0,0,0
47,17.0,18.0,0,0.0,0,0,0,0
48,18.0,19.0,0,0.0,0,0,0,0
49,19.0,20.0,0,0.0,0,0,0,0
50,20.0,21.0,0,0.0,0,0,0,0
51,21.0,22.0,0,0.0,0,0,0,0
52,22.0,23.0,0,0.0,0,0,0,0
53,23.0,24.0,0,0.0,0,0,0,0
54,24.0,25.0,0,0.0,0,0,0,0
55,25.0,26.0,0,0.0,0,0,0,0
56,27.0,28.0,0,0.0,0,0,0,0
57,40.0,41.0,0,0.0,0,0,0,0
58,28.0,29.0,0,0.0,0,0,0,0
59,29.0,30.0,0,0.0,0,0,0,0
60,30.0,31.0,0,0.0,0,0,0,0
61,31.0,32.0,0,0.0,0,0,0,0
62,32.0,33.0,0,0.0,0,0,0,0
63,33.0,34.0,0,0.0,0,0,0,0
64,34.0,35.0,0,0.0,0,0,0,0
65,1.0,2.0,0,0.0,0,0,0,0
66,36.0,37.0,0,0.0,0,0,0,0
67,37.0,38.0,0,0.0,0,0,0,0
68,38.0,39.0,0,0.0,0,0,0,0
69,39.0,40.0,0,0.0,0,0,0,0
70,35.0,36.0,0,0.0,0,0,0,0
