year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,106,1.433982683982684
2030,NT,7392,3,0.040584415584415584
2040,DE,7392,66,0.8928571428571428
2040,GA,7392,1,0.013528138528138528
2040,NT,7392,39,0.5275974025974026
2050,DE,7392,60,0.8116883116883116
2050,GA,7392,25,0.3382034632034632
