year,DE,GA,NT,Average
2025,,,1577.7454271363417,1577.7454271363417
2030,,,104.5419595558283,104.5419595558283
2040,9.757143639239596,138.65140282150816,8.429499771869708,52.27934874420581
2050,12.77093748412966,106.40196181516055,,59.586449649645104
