Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,25319509210.251595,,3055.165741920471,309.9100890159607,3056.8035202026367,3366.7136092185974,3790728,2880080,7735518,0,0,0,2
EV,25036998315.322006,,948.2409868240356,162.1923885345459,948.9879961013794,1111.1803846359253,1264008,1646016,4298022,0,0,0,2
EEV,25940600803.54035,,39.65147519111633,312.758407831192,41.39739775657654,354.1558055877685,3790728,2880080,7735518,0,0,0,2
EVPI,25099066947.53232,,910.6300901174545,191.9717209736506,911.8046037753423,1103.776324748993,2948488.0,1646021.3333333333,4527398.0,0.0,0.0,0.0,2.0
EVPI std,1063793404.1064543,,64.86468424772926,11.931637014727528,64.90253164377762,66.95428597365596,652396.298701947,2.065591117977289,88836.94280196725,0.0,0.0,0.0,0.0
