Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,22655405563.751823,,75.9679970741272,105.53184819221497,76.423588514328,181.95543670654297,1629488,1181276,3144995,0,0,0,2
EV,22339044852.13276,,63.22349500656128,53.74243783950806,63.4014732837677,117.14391112327576,543536,675252,1736240,0,0,0,2
EEV,22928907435.559628,,4.6651611328125,105.85845494270325,5.089451551437378,110.94790649414062,1629488,1181276,3144995,0,0,0,2
EVPI,22430386889.64325,,65.32687262694041,65.63642938931783,65.63270894686381,131.26913833618164,1267504.0,675257.3333333334,1850928.0,0.0,0.0,0.0,2.0
EVPI std,1037999697.662885,,1.0827242064879947,4.696719990732893,1.081746393857612,4.9344665111823245,280391.6007187091,2.065591117977289,44418.471400983624,0.0,0.0,0.0,0.0
