dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,51744,2471,4.775432900432901
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,51744,137,0.26476499690785404
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,76,1,1.3157894736842104
branch_flow_new_duals_max,89376,9882,11.056659505907627
branch_flow_new_duals_min,89376,34337,38.41859112065879
branch_flow_old_duals_max,89376,9757,10.916800930898676
branch_flow_old_duals_min,89376,33629,37.62643215180809
emissions_duals,7,0,0.0
gen_extension_duals,204,99,48.529411764705884
gen_output_new_duals,239904,151218,63.03271308523409
gen_output_old_duals,239904,152968,63.76217153528078
load_shedding_duals,51744,0,0.0
power_balance_duals,51744,51447,99.42602040816327
