,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,79.218,1866,78.93401015228426,3.60621521335807
1,79.218,96.264,202,8.544839255499154,0.3903834260977118
2,96.264,113.31,230,9.72927241962775,0.44449598021026593
3,113.31,130.355,0,0.0,0.0
4,130.355,147.401,0,0.0,0.0
5,147.401,164.447,0,0.0,0.0
6,164.447,181.492,0,0.0,0.0
7,181.492,198.538,0,0.0,0.0
8,198.538,215.584,0,0.0,0.0
9,215.584,232.63,0,0.0,0.0
10,232.63,249.675,0,0.0,0.0
11,249.675,266.721,0,0.0,0.0
12,266.721,283.767,0,0.0,0.0
13,283.767,300.812,0,0.0,0.0
14,300.812,317.858,0,0.0,0.0
15,317.858,334.904,0,0.0,0.0
16,334.904,351.95,0,0.0,0.0
17,351.95,368.995,0,0.0,0.0
18,368.995,386.041,0,0.0,0.0
19,386.041,403.087,0,0.0,0.0
20,403.087,420.132,0,0.0,0.0
21,420.132,437.178,0,0.0,0.0
22,437.178,454.224,0,0.0,0.0
23,454.224,471.27,0,0.0,0.0
24,471.27,488.315,0,0.0,0.0
25,488.315,505.361,0,0.0,0.0
26,505.361,522.407,0,0.0,0.0
27,522.407,539.453,0,0.0,0.0
28,539.453,556.498,0,0.0,0.0
29,556.498,573.544,0,0.0,0.0
30,573.544,590.59,0,0.0,0.0
31,590.59,607.635,0,0.0,0.0
32,607.635,624.681,0,0.0,0.0
33,624.681,641.727,0,0.0,0.0
34,641.727,658.773,0,0.0,0.0
35,658.773,675.818,0,0.0,0.0
36,675.818,692.864,0,0.0,0.0
37,692.864,709.91,0,0.0,0.0
38,709.91,726.955,0,0.0,0.0
39,726.955,744.001,0,0.0,0.0
40,744.001,761.047,0,0.0,0.0
41,761.047,778.093,0,0.0,0.0
42,778.093,795.138,0,0.0,0.0
43,795.138,812.184,0,0.0,0.0
44,812.184,829.23,0,0.0,0.0
45,829.23,846.275,0,0.0,0.0
46,846.275,863.321,0,0.0,0.0
47,863.321,880.367,0,0.0,0.0
48,880.367,897.413,0,0.0,0.0
49,897.413,914.458,0,0.0,0.0
50,914.458,931.504,0,0.0,0.0
51,931.504,948.55,0,0.0,0.0
52,948.55,965.595,0,0.0,0.0
53,965.595,982.641,0,0.0,0.0
54,982.641,999.687,0,0.0,0.0
55,999.687,1016.733,0,0.0,0.0
56,1016.733,1033.778,0,0.0,0.0
57,1033.778,1050.824,0,0.0,0.0
58,1050.824,1067.87,0,0.0,0.0
59,1067.87,1084.915,0,0.0,0.0
60,1084.915,1101.961,0,0.0,0.0
61,1101.961,1119.007,0,0.0,0.0
62,1119.007,1136.053,0,0.0,0.0
63,1136.053,1153.098,0,0.0,0.0
64,1153.098,1170.144,0,0.0,0.0
65,1170.144,1187.19,0,0.0,0.0
66,1187.19,1204.235,0,0.0,0.0
67,1204.235,1221.281,0,0.0,0.0
68,1221.281,1238.327,0,0.0,0.0
69,1238.327,1255.373,0,0.0,0.0
70,1255.373,1272.418,0,0.0,0.0
71,1272.418,1289.464,0,0.0,0.0
72,1289.464,1306.51,0,0.0,0.0
73,1306.51,1323.555,0,0.0,0.0
74,1323.555,1340.601,0,0.0,0.0
75,1340.601,1357.647,0,0.0,0.0
76,1357.647,1374.693,0,0.0,0.0
77,1374.693,1391.738,0,0.0,0.0
78,1391.738,1408.784,0,0.0,0.0
79,1408.784,1425.83,0,0.0,0.0
80,1425.83,1442.876,0,0.0,0.0
81,1442.876,1459.921,0,0.0,0.0
82,1459.921,1476.967,0,0.0,0.0
83,1476.967,1494.013,0,0.0,0.0
84,1494.013,1511.058,0,0.0,0.0
85,1511.058,1528.104,0,0.0,0.0
86,1528.104,1545.15,0,0.0,0.0
87,1545.15,1562.196,0,0.0,0.0
88,1562.196,1579.241,0,0.0,0.0
89,1579.241,1596.287,0,0.0,0.0
90,1596.287,1613.333,0,0.0,0.0
91,1613.333,1630.378,0,0.0,0.0
92,1630.378,1647.424,0,0.0,0.0
93,1647.424,1664.47,0,0.0,0.0
94,1664.47,1681.516,1,0.04230118443316413,0.001932591218305504
95,1681.516,1698.561,11,0.4653130287648054,0.021258503401360544
96,1698.561,1715.607,7,0.2961082910321489,0.013528138528138528
97,1715.607,1732.653,19,0.8037225042301184,0.03671923314780458
98,1732.653,1749.698,22,0.9306260575296108,0.04251700680272109
99,1749.698,1766.744,6,0.25380710659898476,0.011595547309833025
