year,DE,GA,NT,Average
2025,,,22.11853197309809,22.11853197309809
2030,,,24.985253866749417,24.985253866749417
2040,40.24694545425693,32.35465861314041,39.93574604944312,37.51245003894682
2050,56.45053580576673,38.77227682562525,,47.61140631569599
