year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,127,1.718073593073593
2030,NT,7392,246,3.3279220779220777
2040,DE,7392,117,1.5827922077922076
2040,GA,7392,257,3.4767316017316015
2040,NT,7392,227,3.070887445887446
2050,DE,7392,151,2.0427489177489178
2050,GA,7392,311,4.207251082251083
