lower_bound,upper_bound,count,percent_of_high,percent_of_total
62.171,100.309,494,88.21428571428571,0.954700061842919
100.309,138.446,0,0.0,0.0
138.446,176.583,0,0.0,0.0
176.583,214.72,0,0.0,0.0
214.72,252.857,0,0.0,0.0
252.857,290.994,0,0.0,0.0
290.994,329.131,0,0.0,0.0
329.131,367.268,0,0.0,0.0
367.268,405.405,0,0.0,0.0
405.405,443.542,0,0.0,0.0
443.542,481.679,0,0.0,0.0
481.679,519.816,0,0.0,0.0
519.816,557.953,0,0.0,0.0
557.953,596.09,0,0.0,0.0
596.09,634.226,0,0.0,0.0
634.226,672.363,0,0.0,0.0
672.363,710.5,0,0.0,0.0
710.5,748.637,0,0.0,0.0
748.637,786.774,0,0.0,0.0
786.774,824.911,0,0.0,0.0
824.911,863.048,10,1.7857142857142856,0.01932591218305504
863.048,901.185,1,0.17857142857142858,0.001932591218305504
901.185,939.322,0,0.0,0.0
939.322,977.459,0,0.0,0.0
977.459,1015.596,0,0.0,0.0
1015.596,1053.733,0,0.0,0.0
1053.733,1091.87,0,0.0,0.0
1091.87,1130.007,0,0.0,0.0
1130.007,1168.144,0,0.0,0.0
1168.144,1206.281,0,0.0,0.0
1206.281,1244.417,0,0.0,0.0
1244.417,1282.554,0,0.0,0.0
1282.554,1320.691,0,0.0,0.0
1320.691,1358.828,0,0.0,0.0
1358.828,1396.965,0,0.0,0.0
1396.965,1435.102,0,0.0,0.0
1435.102,1473.239,0,0.0,0.0
1473.239,1511.376,0,0.0,0.0
1511.376,1549.513,0,0.0,0.0
1549.513,1587.65,0,0.0,0.0
1587.65,1625.787,0,0.0,0.0
1625.787,1663.924,0,0.0,0.0
1663.924,1702.061,0,0.0,0.0
1702.061,1740.198,0,0.0,0.0
1740.198,1778.335,0,0.0,0.0
1778.335,1816.472,0,0.0,0.0
1816.472,1854.608,0,0.0,0.0
1854.608,1892.745,0,0.0,0.0
1892.745,1930.882,0,0.0,0.0
1930.882,1969.019,0,0.0,0.0
1969.019,2007.156,0,0.0,0.0
2007.156,2045.293,0,0.0,0.0
2045.293,2083.43,0,0.0,0.0
2083.43,2121.567,0,0.0,0.0
2121.567,2159.704,0,0.0,0.0
2159.704,2197.841,0,0.0,0.0
2197.841,2235.978,0,0.0,0.0
2235.978,2274.115,0,0.0,0.0
2274.115,2312.252,0,0.0,0.0
2312.252,2350.389,0,0.0,0.0
2350.389,2388.526,0,0.0,0.0
2388.526,2426.663,0,0.0,0.0
2426.663,2464.799,0,0.0,0.0
2464.799,2502.936,0,0.0,0.0
2502.936,2541.073,4,0.7142857142857143,0.007730364873222016
2541.073,2579.21,24,4.285714285714286,0.0463821892393321
2579.21,2617.347,16,2.857142857142857,0.030921459492888066
2617.347,2655.484,0,0.0,0.0
2655.484,2693.621,0,0.0,0.0
2693.621,2731.758,0,0.0,0.0
2731.758,2769.895,0,0.0,0.0
2769.895,2808.032,0,0.0,0.0
2808.032,2846.169,0,0.0,0.0
2846.169,2884.306,0,0.0,0.0
2884.306,2922.443,0,0.0,0.0
2922.443,2960.58,0,0.0,0.0
2960.58,2998.717,0,0.0,0.0
2998.717,3036.854,0,0.0,0.0
3036.854,3074.99,0,0.0,0.0
3074.99,3113.127,0,0.0,0.0
3113.127,3151.264,0,0.0,0.0
3151.264,3189.401,0,0.0,0.0
3189.401,3227.538,0,0.0,0.0
3227.538,3265.675,0,0.0,0.0
3265.675,3303.812,0,0.0,0.0
3303.812,3341.949,0,0.0,0.0
3341.949,3380.086,0,0.0,0.0
3380.086,3418.223,0,0.0,0.0
3418.223,3456.36,0,0.0,0.0
3456.36,3494.497,0,0.0,0.0
3494.497,3532.634,0,0.0,0.0
3532.634,3570.771,0,0.0,0.0
3570.771,3608.908,0,0.0,0.0
3608.908,3647.044,0,0.0,0.0
3647.044,3685.181,0,0.0,0.0
3685.181,3723.318,1,0.17857142857142858,0.001932591218305504
3723.318,3761.455,0,0.0,0.0
3761.455,3799.592,2,0.35714285714285715,0.003865182436611008
3799.592,3837.729,3,0.5357142857142857,0.0057977736549165125
3837.729,3875.866,5,0.8928571428571428,0.00966295609152752
