,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,499.999,567.517,0,0.0,0.0
1,567.517,635.035,0,0.0,0.0
2,635.035,702.552,0,0.0,0.0
3,702.552,770.069,0,0.0,0.0
4,770.069,837.587,2,3.0303030303030303,0.003865182436611008
5,837.587,905.104,9,13.636363636363635,0.017393320964749534
6,905.104,972.621,0,0.0,0.0
7,972.621,1040.139,0,0.0,0.0
8,1040.139,1107.656,0,0.0,0.0
9,1107.656,1175.173,0,0.0,0.0
10,1175.173,1242.691,0,0.0,0.0
11,1242.691,1310.208,0,0.0,0.0
12,1310.208,1377.725,0,0.0,0.0
13,1377.725,1445.243,0,0.0,0.0
14,1445.243,1512.76,0,0.0,0.0
15,1512.76,1580.277,0,0.0,0.0
16,1580.277,1647.794,0,0.0,0.0
17,1647.794,1715.312,0,0.0,0.0
18,1715.312,1782.829,0,0.0,0.0
19,1782.829,1850.346,0,0.0,0.0
20,1850.346,1917.864,0,0.0,0.0
21,1917.864,1985.381,0,0.0,0.0
22,1985.381,2052.898,0,0.0,0.0
23,2052.898,2120.416,0,0.0,0.0
24,2120.416,2187.933,0,0.0,0.0
25,2187.933,2255.45,0,0.0,0.0
26,2255.45,2322.968,0,0.0,0.0
27,2322.968,2390.485,0,0.0,0.0
28,2390.485,2458.002,0,0.0,0.0
29,2458.002,2525.52,0,0.0,0.0
30,2525.52,2593.037,36,54.54545454545454,0.06957328385899814
31,2593.037,2660.554,8,12.121212121212121,0.015460729746444033
32,2660.554,2728.072,0,0.0,0.0
33,2728.072,2795.589,0,0.0,0.0
34,2795.589,2863.106,0,0.0,0.0
35,2863.106,2930.624,0,0.0,0.0
36,2930.624,2998.141,0,0.0,0.0
37,2998.141,3065.658,0,0.0,0.0
38,3065.658,3133.176,0,0.0,0.0
39,3133.176,3200.693,0,0.0,0.0
40,3200.693,3268.21,0,0.0,0.0
41,3268.21,3335.728,0,0.0,0.0
42,3335.728,3403.245,0,0.0,0.0
43,3403.245,3470.762,0,0.0,0.0
44,3470.762,3538.279,0,0.0,0.0
45,3538.279,3605.797,0,0.0,0.0
46,3605.797,3673.314,0,0.0,0.0
47,3673.314,3740.831,1,1.5151515151515151,0.001932591218305504
48,3740.831,3808.349,2,3.0303030303030303,0.003865182436611008
49,3808.349,3875.866,8,12.121212121212121,0.015460729746444033
