,lower_bound,upper_bound,count,percent_of_high,percent_of_total
30,2525.52,2593.037,36,54.54545454545454,0.06957328385899814
5,837.587,905.104,9,13.636363636363635,0.017393320964749534
49,3808.349,3875.866,8,12.121212121212121,0.015460729746444033
31,2593.037,2660.554,8,12.121212121212121,0.015460729746444033
48,3740.831,3808.349,2,3.0303030303030303,0.003865182436611008
4,770.069,837.587,2,3.0303030303030303,0.003865182436611008
47,3673.314,3740.831,1,1.5151515151515151,0.001932591218305504
37,2998.141,3065.658,0,0.0,0.0
28,2390.485,2458.002,0,0.0,0.0
29,2458.002,2525.52,0,0.0,0.0
