,lower_bound,upper_bound,count,percent_of_interval
0,8.999,9.1,0,0.0
1,9.1,9.2,1,0.6993006993006993
2,9.2,9.3,26,18.181818181818183
3,9.3,9.4,52,36.36363636363637
4,9.4,9.5,51,35.66433566433567
5,9.5,9.6,13,9.090909090909092
6,9.6,9.7,0,0.0
7,9.7,9.8,0,0.0
8,9.8,9.9,0,0.0
9,9.9,10.0,0,0.0
