,lower_bound,upper_bound,count,percent_of_interval
0,7.999,8.1,0,0.0
1,8.1,8.2,0,0.0
2,8.2,8.3,0,0.0
3,8.3,8.4,8,7.2727272727272725
4,8.4,8.5,18,16.363636363636363
5,8.5,8.6,42,38.18181818181819
6,8.6,8.7,28,25.454545454545453
7,8.7,8.8,14,12.727272727272727
8,8.8,8.9,0,0.0
9,8.9,9.0,0,0.0
