scenario,year,dual_value
NT,2025,-31243.334943285634
NT,2030,-2782.224396136012
NT,2040,-33.92011598728989
GA,2040,-10261.170730107677
DE,2040,-31.017877109430135
GA,2050,-15333.682909849196
DE,2050,-14023.665590293695
