Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,37166150801.25063,,2635.6764039993286,281.22648096084595,2637.119440078736,2918.3459210395813,3790728,3478608,9231887,0,0,0,2
EV,36896960735.9476,,1172.0620222091677,146.9256567955017,1172.6555655002594,1319.581222295761,1264008,1988032,5153090,0,0,0,2
EEV,38065532380.86784,,44.26609683036804,281.27337431907654,45.56147527694702,326.8348495960236,3790728,3478608,9231887,0,0,0,2
