year,DE,GA,NT,Average
2025,,,34.84453909161381,34.84453909161381
2030,,,23.946859448692763,23.946859448692763
2040,38.99562956882998,24.990639595013054,29.632668216613723,31.20631246015225
2050,48.59096728552827,27.163026869308727,,37.8769970774185
