year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,0,0.0
2030,NT,7392,42,0.5681818181818182
2040,DE,7392,104,1.406926406926407
2040,GA,7392,84,1.1363636363636365
2040,NT,7392,64,0.8658008658008658
2050,DE,7392,168,2.272727272727273
2050,GA,7392,91,1.231060606060606
