dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,51744,1280,2.473716759431045
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,51744,1260,2.4350649350649354
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,76,1,1.3157894736842104
branch_flow_new_duals_max,89376,10333,11.56126924453992
branch_flow_new_duals_min,89376,34133,38.19034192624418
branch_flow_old_duals_max,89376,10306,11.531059792337988
branch_flow_old_duals_min,89376,34117,38.17244002864303
emissions_duals,7,0,0.0
gen_extension_duals,204,38,18.627450980392158
gen_output_new_duals,239904,142072,59.2203548085901
gen_output_old_duals,239904,142062,59.21618647458984
load_shedding_duals,51744,0,0.0
power_balance_duals,51744,51744,100.0
