year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,35930.68154354781,51,41,3972938224.491391,282179558.63339,25125319.75303814,4020051160.486102,4895953930.956686,8916005091.442787,12888943315.934177
2030,48228.20428491477,32977.40181469205,51,35,3555738368.181085,300756369.7770823,20730128.836870197,3316820613.8992314,4034736658.303449,7351557272.202681,10907295640.383766
2040,48228.20428491477,27597.218960134334,51,27,2941959071.4965553,359002910.6798276,23947057.244181357,3831529159.069017,4663273123.561971,8494802282.630988,11436761354.127544
2050,48228.20428491477,9179.564158913481,51,13,577462724.6022463,382931483.5127164,25380943.042643987,4060950886.823038,4913495063.545296,8974445950.368334,9551908674.970581
