year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,15225.166000000001,5297.34,11,6,524583551.4937882,125531780.68972272,25106356.137944546,4892404966.138953,4017016982.0711274,8909421948.210081,9434005499.703869
2025,coal,2369.6967413669563,0.0,5,0,0.0,55775.33851056537,18963.615093592227,1572695.5298206387,3034178.4149747565,4606873.944795395,4606873.944795395
2025,offwind-ac,6867.326110916833,6867.326110916833,9,9,1266255723.122147,39942374.434841976,0.0,599135.6165226296,0.0,599135.6165226296,1266854858.7386696
2025,onwind,16019.751672361648,16019.75167236165,11,11,1539272065.2982094,72387783.18445183,0.0,1085816.747766776,0.0,1085816.747766776,1540357882.0459762
2025,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,15130152.62365348,0.0,0.0,0.0,0.0,416628781.84968704
2025,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,29131692.362209402,0.0,291316.92362209404,0.0,291316.92362209404,226489419.65118152
2030,CCGT,15225.166000000001,3817.557542765202,11,4,378005879.330557,103637360.79624054,20727472.159248106,4032056480.4205647,3316395545.479697,7348452025.900262,7726457905.230819
2030,coal,2369.6967413669563,0.0,5,0,0.0,7813.7577120286305,2656.6776220897345,220324.28942553455,425068.4195343575,645392.708959892,645392.708959892
2030,offwind-ac,6867.326110916833,5393.828839295866,9,5,995871199.1293985,48666891.66439773,0.0,730003.374965966,0.0,730003.374965966,996601202.5043645
2030,onwind,16019.751672361648,16019.75167236165,11,11,1539111867.7814858,89428510.24424817,0.0,1341427.6536637207,0.0,1341427.6536637207,1540453295.4351494
2030,ror,1392.75412375,1392.75412375,4,4,416614854.30844957,20173536.831537973,0.0,0.0,0.0,0.0,416614854.30844957
2030,solar,6353.509636519333,6353.509636519333,11,11,226134567.63119423,38842256.48294587,0.0,388422.5648294587,0.0,388422.5648294587,226522990.1960237
2040,CCGT,15225.166000000001,2095.5,11,3,207470696.73380095,119439040.91935174,23887808.18387035,4655386554.331527,3822049309.419256,8477435863.750784,8684906560.484585
2040,coal,2369.6967413669563,0.0,5,0,0.0,174261.94209119436,59249.06031100609,4913658.700480495,9479849.649760973,14393508.35024147,14393508.35024147
2040,offwind-ac,6867.326110916833,4518.409834816389,9,3,835113228.814892,57442285.58167163,0.0,861634.2837250744,0.0,861634.2837250744,835974863.0986171
2040,onwind,16019.751672361648,13310.549488798613,11,8,1278689756.6751473,108383202.6800814,0.0,1625748.0402012188,0.0,1625748.0402012188,1280315504.7153485
2040,ror,1392.75412375,1319.25,4,2,394614356.73788613,25011298.952949245,0.0,0.0,0.0,0.0,394614356.73788613
2040,solar,6353.509636519333,6353.509636519333,11,11,226071032.53482905,48552820.60368233,0.0,485528.2060368234,0.0,485528.2060368234,226556560.7408659
2050,CCGT,15225.166000000001,0.0,11,0,0.0,124933465.9777193,24986693.195543863,4877612910.975695,3997870911.287018,8875483822.262712,8875483822.262712
2050,coal,2369.6967413669563,0.0,5,0,0.0,1159558.3738239002,394249.8471001261,32696032.328579973,63079975.536020175,95776007.86460015,95776007.86460015
2050,offwind-ac,6867.326110916833,909.5459244897186,9,1,167363291.89417204,60240470.37114839,0.0,903607.0555672259,0.0,903607.0555672259,168266898.94973928
2050,onwind,16019.751672361648,1916.508597904429,11,1,184091935.26961046,113329257.41650061,0.0,1699938.8612475067,0.0,1699938.8612475067,185791874.13085797
2050,ror,1392.75412375,0.0,4,0,0.0,25011298.952949245,0.0,0.0,0.0,0.0,0.0
2050,solar,6353.509636519333,6353.509636519333,11,11,226007497.43846384,58257432.42057497,0.0,582574.3242057498,0.0,582574.3242057498,226590071.7626696
