year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,47283569.97320308,0.0,36763007.060968176,101927825.80482092,37397835.33564296,51519824.960115835
2030,32568172.967736,0.0,38186814.00163315,105565137.18941604,40205017.50171715,78517502.58291665
2040,48391601.67866552,269603.4961192268,43306611.97288893,134766965.9979483,40205017.50171715,84927345.74646844
2050,58397436.917312786,599065.2163005485,45890866.546395436,144081516.64350027,40205017.50171715,85853643.67621435
