year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,99387.5380346058,51,31,10415761960.843252,274507067.0262768,7692870.713987054,615429657.1189642,1500429743.8659177,2115859400.984882,12531621361.828135
2030,192912.81713965908,43422.80037733635,51,15,3080883988.332226,294708842.69591093,5471648.025877804,437731842.0702243,1067621621.5150884,1505353463.5853128,4586237451.917539
2040,192912.81713965908,13062.838581576427,51,4,928735129.3699627,351508836.03223693,8329935.225293079,666394818.0234463,1593308090.227444,2259702908.2508903,3188438037.620853
2050,192912.81713965908,0.0,51,0,0.0,374649960.42146176,10114781.68830033,809182535.0640265,1954268280.3525784,2763450815.416605,2763450815.416605
