year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,60900.664000000004,9789.518044548866,11,3,969433742.8260162,38464353.56993526,7692870.713987054,1497721291.3105626,615429657.1189642,2113150948.4295268,3082584691.2555428
2025,coal,9478.786965467825,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,offwind-ac,27469.304443667334,14041.366427519493,9,5,2592319055.304339,45737149.65596775,0.0,686057.2448395162,0.0,686057.2448395162,2593005112.5491786
2025,onwind,64079.00668944659,44571.5985214601,11,8,4282701624.4039106,100484346.73537295,0.0,1507265.2010305922,0.0,1507265.2010305922,4284208889.6049414
2025,ror,5571.016495,5571.016495,4,4,1666515127.3987482,38308206.11648513,0.0,0.0,0.0,0.0,1666515127.3987482
2025,solar,25414.038546077332,25414.038546077332,11,11,904792410.9102377,51513010.94851575,0.0,515130.1094851575,0.0,515130.1094851575,905307541.0197228
2030,CCGT,60900.664000000004,407.33121759166806,11,2,40337085.54831788,27358240.129389018,5471648.025877804,1064579155.9499116,437731842.0702243,1502310998.0201359,1542648083.5684538
2030,coal,9478.786965467825,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,offwind-ac,27469.304443667334,3638.1836979588734,9,1,669562313.0876268,47133301.77278034,0.0,706999.5265917049,0.0,706999.5265917049,670269312.6142185
2030,onwind,64079.00668944659,16021.999254519476,11,2,1539488026.2257419,103275018.36251831,0.0,1549125.2754377725,0.0,1549125.2754377725,1541037151.5011797
2030,ror,5571.016495,0.0,4,0,0.0,38308206.11648513,0.0,0.0,0.0,0.0,0.0
2030,solar,25414.038546077332,23355.286207266334,11,10,831496563.4705396,78634076.31473812,0.0,786340.7631473813,0.0,786340.7631473813,832282904.2336869
2040,CCGT,60900.664000000004,0.0,11,0,0.0,40162865.34729043,8032573.069458086,1565006050.1109731,642605845.556647,2207611895.6676197,2207611895.6676197
2040,coal,9478.786965467825,0.0,5,0,0.0,874594.5759852743,297362.1558349933,24660916.756190836,23788972.46679946,48449889.2229903,48449889.2229903
2040,offwind-ac,27469.304443667334,0.0,9,0,0.0,53408615.641524196,0.0,801129.2346228629,0.0,801129.2346228629,801129.2346228629
2040,onwind,64079.00668944659,7666.034391617716,11,1,736597722.1101904,130489716.42954895,0.0,1957345.7464432307,0.0,1957345.7464432307,738555067.8566337
2040,ror,5571.016495,0.0,4,0,0.0,38308206.11648512,0.0,0.0,0.0,0.0,0.0
2040,solar,25414.038546077332,5396.80418995871,11,3,192137407.25977236,88264837.92140293,0.0,882648.3792140294,0.0,882648.3792140294,193020055.63898638
2050,CCGT,60900.664000000004,0.0,11,0,0.0,49343289.06045827,9868657.812091654,1930009761.7845616,789492624.9673324,2719502386.751894,2719502386.751894
2050,coal,9478.786965467825,0.0,5,0,0.0,723893.7535549332,246123.8762086773,20411610.2328141,19689910.096694186,40101520.32950829,40101520.32950829
2050,offwind-ac,27469.304443667334,0.0,9,0,0.0,57028367.11808169,0.0,855425.5067712252,0.0,855425.5067712252,855425.5067712252
2050,onwind,64079.00668944659,0.0,11,0,0.0,139804156.940526,0.0,2097062.3541078866,0.0,2097062.3541078866,2097062.3541078866
2050,ror,5571.016495,0.0,4,0,0.0,38308206.11648513,0.0,0.0,0.0,0.0,0.0
2050,solar,25414.038546077332,0.0,11,0,0.0,89442047.43235572,0.0,894420.4743235572,0.0,894420.4743235572,894420.4743235572
