year,DE,GA,NT,Average
2025,,,34.68510442845208,34.68510442845208
2030,,,29.9896071874082,29.9896071874082
2040,35.27221252716544,30.901759896352566,34.75335648288676,33.64244296880159
2050,57.690196321716634,34.0770365228926,,45.88361642230461
